Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Type,Company_Type,Work_Experience_Years,Monthly_Income,Annual_Income,Existing_Loans,Existing_EMI,Credit_Score,Credit_History,Bank_Balance,Loan_Amount_Requested,Loan_Purpose,Loan_Term_Years,Interest_Rate,Loan_Status
52,Female,Married,2,High School,Self Employed,Business,9,26619,3045666,1,28711,583,Good,1084287,4942352,Home,25,15.13,0
45,Female,Married,2,Post Graduate,Salaried,Private,33,156643,2348634,1,30046,443,Good,4772849,713033,Personal,13,17.22,1
59,Male,Single,1,Post Graduate,Self Employed,Government,5,81111,1584153,1,44401,824,Good,2337449,4642813,Car,3,12.8,1
38,Female,Married,4,Graduate,Self Employed,Private,13,99629,246327,4,43385,682,Bad,2041343,3695557,Education,17,10.94,1
35,Female,Married,5,Graduate,Salaried,Government,18,55812,3373415,3,11264,796,Good,1914753,2729053,Car,17,13.15,1
52,Female,Married,1,Post Graduate,Salaried,Government,31,42254,3559166,2,37844,451,Good,1055765,377485,Education,30,8.61,0
26,Male,Single,4,High School,Self Employed,Government,19,296861,2657962,2,13959,785,Good,4124995,4078642,Business,23,15.86,1
55,Female,Married,1,Post Graduate,Self Employed,Private,20,286514,420626,4,13330,395,Good,4183759,3399109,Personal,17,13.0,0
54,Female,Single,2,High School,Self Employed,Business,14,45096,1629120,2,8183,606,Good,1539913,1990200,Car,21,7.28,0
58,Female,Single,4,Graduate,Self Employed,Government,16,172864,3547898,3,36654,837,Good,174280,3936258,Home,15,12.47,1
25,Male,Married,2,Graduate,Salaried,Private,23,74398,1655841,1,6775,726,Good,3696087,272981,Car,23,13.85,1
38,Male,Married,3,Post Graduate,Self Employed,Government,20,277852,3570609,3,9754,378,Good,3727059,2806226,Home,19,8.63,0
36,Male,Married,3,High School,Self Employed,Private,14,70281,2517023,4,22228,379,Good,3674673,2412727,Home,25,11.22,0
28,Male,Single,0,High School,Self Employed,Government,10,199690,357044,4,42966,300,Good,3397730,1897246,Car,18,10.04,0
45,Male,Married,2,High School,Salaried,Private,29,137460,3448156,0,16234,327,Good,850438,4989308,Car,22,12.35,1
52,Female,Single,2,Post Graduate,Salaried,Government,17,76039,352085,4,9421,827,Good,243416,2972295,Car,23,12.2,1
46,Male,Single,0,High School,Self Employed,Government,27,88887,2710163,4,18635,522,Good,3811054,1937342,Car,17,16.68,0
42,Female,Married,3,Graduate,Salaried,Government,12,151685,612665,3,6779,699,Good,4569718,501934,Car,13,16.73,1
51,Male,Married,3,High School,Salaried,Business,9,67043,1101019,3,8629,342,Good,3160840,2156061,Personal,18,10.0,0
30,Male,Married,4,High School,Self Employed,Private,11,229953,2406316,4,28612,323,Bad,3681206,3245241,Home,27,15.17,0
32,Male,Single,4,Post Graduate,Salaried,Business,25,52628,2787121,3,30776,356,Bad,2485295,3518894,Personal,15,8.47,0
48,Female,Married,5,Post Graduate,Salaried,Private,18,175153,1085179,3,19638,896,Good,1240532,2754768,Home,11,11.06,1
26,Female,Single,3,Post Graduate,Self Employed,Government,22,195733,3303943,4,19910,472,Good,2316325,2185001,Business,21,11.06,0
40,Female,Married,5,Post Graduate,Salaried,Private,26,31988,2303726,1,38148,568,Good,1781991,3098386,Personal,25,16.3,0
25,Male,Single,1,Post Graduate,Salaried,Private,15,111390,2646420,4,23266,599,Good,276330,4392669,Personal,19,7.81,0
43,Male,Married,2,High School,Self Employed,Government,6,24342,2251665,2,22621,840,Good,4990520,3619131,Education,12,12.67,1
29,Male,Married,4,High School,Self Employed,Government,12,28508,3566313,3,9129,450,Bad,2274241,4146518,Home,25,11.78,0
49,Male,Single,1,Post Graduate,Salaried,Government,11,265083,1422990,0,30538,800,Good,2527392,3323523,Car,14,13.56,1
36,Male,Single,4,Post Graduate,Self Employed,Private,26,96874,2733321,4,6087,893,Good,4766908,215598,Education,10,16.57,1
42,Male,Married,0,High School,Self Employed,Government,32,238918,1509978,1,40091,899,Good,977839,2905523,Home,23,7.78,1
28,Female,Single,2,Post Graduate,Salaried,Government,30,138919,2949969,1,42891,489,Good,1135993,2066179,Business,29,17.79,1
40,Female,Single,5,Graduate,Salaried,Private,10,235266,1019667,3,14508,776,Good,3541244,4379598,Personal,23,14.26,1
34,Male,Single,5,High School,Self Employed,Business,16,143338,373093,4,3873,460,Good,4497983,1871741,Car,24,15.4,0
59,Female,Single,4,Graduate,Self Employed,Private,1,129435,1015264,4,6750,426,Good,905005,3080756,Personal,13,11.38,0
57,Female,Married,3,High School,Self Employed,Private,2,204053,2534765,2,5972,832,Good,1681267,1754618,Car,2,17.37,1
54,Female,Single,5,High School,Salaried,Private,33,182546,1086586,4,10703,585,Good,1844907,1290692,Home,17,10.65,0
31,Male,Married,0,High School,Salaried,Government,31,266869,1914675,2,22743,696,Bad,3621409,4673136,Education,14,15.51,1
60,Male,Married,0,High School,Salaried,Private,23,51713,618269,1,26837,816,Good,3593851,281326,Education,18,16.04,1
53,Male,Married,3,High School,Self Employed,Business,23,152457,1039618,4,12473,363,Bad,1133219,716525,Business,2,14.53,0
51,Male,Single,0,High School,Salaried,Private,12,62977,2967040,3,37644,464,Good,2817369,3904591,Car,20,15.35,0
54,Female,Married,2,High School,Salaried,Private,21,205786,2891381,2,1288,631,Good,3062263,3027600,Personal,2,8.6,1
27,Male,Married,4,Post Graduate,Self Employed,Government,18,216093,1184137,2,14060,567,Bad,2922110,3553871,Personal,21,8.25,1
43,Male,Married,0,Post Graduate,Salaried,Government,29,41987,3435696,3,22382,613,Good,4597174,2426828,Business,11,13.16,0
27,Male,Married,2,Post Graduate,Self Employed,Business,20,295631,961472,0,9543,767,Bad,3471797,2378765,Car,9,10.75,1
45,Female,Married,3,Graduate,Self Employed,Private,22,84540,2217327,3,12758,393,Good,1373344,2465767,Business,19,16.46,0
23,Female,Single,4,High School,Self Employed,Private,15,135428,1800442,2,48,879,Good,2239878,4603879,Business,10,9.47,1
58,Female,Married,3,Post Graduate,Self Employed,Private,6,227400,461532,3,15497,690,Good,2303993,4720463,Personal,2,14.33,1
40,Female,Single,4,Post Graduate,Self Employed,Private,19,147688,2822946,2,35944,682,Good,3722791,4386692,Education,14,9.68,1
54,Female,Married,0,Post Graduate,Salaried,Private,13,292190,3244580,0,49783,425,Bad,4414539,958323,Education,20,8.86,1
50,Male,Married,0,High School,Self Employed,Private,25,182403,1576498,4,40912,412,Bad,2436695,2393454,Home,14,9.13,0
37,Female,Single,4,High School,Self Employed,Government,21,22963,2333022,1,42288,701,Good,2583433,818046,Home,8,10.18,1
30,Female,Single,2,Graduate,Self Employed,Business,25,45746,784821,0,20146,500,Bad,1318547,2817209,Education,5,16.05,0
55,Male,Married,2,Graduate,Self Employed,Private,11,260192,453310,4,37042,891,Good,606980,1752194,Car,1,17.97,1
40,Male,Married,2,High School,Salaried,Private,30,116150,2956717,3,9031,872,Good,80261,4712878,Personal,2,12.72,0
38,Male,Married,1,Graduate,Salaried,Government,3,220401,441133,2,22420,849,Good,3105957,858091,Business,16,8.35,1
47,Female,Married,5,Post Graduate,Salaried,Private,26,219068,1184504,0,46064,363,Good,1454146,905104,Home,13,15.75,1
56,Male,Married,5,Graduate,Salaried,Government,8,60318,1852977,3,35688,349,Good,3604083,2082408,Personal,7,8.32,0
43,Female,Single,5,Post Graduate,Self Employed,Business,11,181542,873350,4,34008,561,Good,1034903,78156,Business,27,9.71,0
52,Male,Married,2,Graduate,Self Employed,Private,28,31813,892415,1,23560,480,Good,4531286,98932,Business,7,17.48,0
30,Female,Married,0,Post Graduate,Self Employed,Business,27,118045,1524586,0,28521,798,Good,2729679,3767736,Business,1,9.36,1
31,Female,Single,1,Graduate,Salaried,Private,15,297454,1503317,1,32367,804,Good,12886,1183134,Home,1,13.26,1
58,Female,Single,2,Graduate,Self Employed,Business,7,112597,728681,3,25130,681,Good,3710227,2739896,Education,4,16.95,1
26,Female,Married,0,High School,Salaried,Business,12,129768,2791369,4,21157,759,Good,2718223,4877038,Home,5,14.83,1
54,Male,Single,1,High School,Self Employed,Private,13,267741,517029,0,26155,666,Good,4713466,4028906,Car,25,15.48,1
56,Male,Single,0,Post Graduate,Self Employed,Business,14,33163,1081191,4,29513,614,Good,2241636,4854175,Car,11,9.75,0
57,Female,Single,4,High School,Salaried,Government,8,239932,2591014,2,8431,705,Good,1339022,507030,Business,11,16.21,1
37,Male,Married,0,Post Graduate,Self Employed,Government,31,121418,1960300,4,29593,720,Good,2702662,575126,Education,22,10.35,1
60,Female,Married,1,High School,Self Employed,Business,21,82449,264212,4,43773,891,Good,728059,4253822,Personal,14,12.59,1
60,Male,Married,2,High School,Self Employed,Business,24,153367,1578774,4,27098,821,Good,588071,2478352,Education,7,12.26,1
32,Male,Single,5,Post Graduate,Self Employed,Government,25,41821,1516382,0,28471,777,Good,3044749,2318451,Business,2,12.38,1
41,Female,Married,1,Graduate,Self Employed,Private,28,281490,1627435,0,9301,888,Good,401434,1775485,Car,2,15.93,1
60,Female,Married,2,Post Graduate,Salaried,Government,17,58446,2556501,0,24759,357,Good,4148626,2437442,Education,11,11.63,1
39,Male,Single,2,Post Graduate,Self Employed,Business,19,48859,3214740,1,13997,773,Bad,4442612,3120596,Car,24,16.18,1
23,Female,Married,3,Post Graduate,Self Employed,Government,32,257838,1113320,3,752,560,Good,57742,3807529,Business,13,17.04,0
38,Male,Single,4,High School,Salaried,Private,19,253028,2526035,3,36243,446,Bad,1772088,708379,Education,5,16.57,0
39,Male,Single,3,High School,Self Employed,Government,2,115489,2911334,4,39129,892,Good,1735973,1257619,Business,19,17.08,0
26,Male,Single,5,High School,Self Employed,Private,33,58693,1747772,1,34084,671,Good,2444555,1269376,Education,27,9.25,1
36,Female,Single,1,Post Graduate,Self Employed,Business,5,91773,1162319,3,8611,415,Good,272915,355867,Home,18,15.45,0
28,Female,Married,3,Graduate,Self Employed,Government,30,84181,1287414,0,30172,722,Good,49797,4181241,Car,3,11.92,1
38,Male,Married,5,Graduate,Self Employed,Government,34,149531,1716818,2,38517,422,Good,4301855,1153815,Business,24,15.86,1
59,Female,Married,2,Post Graduate,Self Employed,Private,31,66043,2040855,2,8006,300,Bad,669134,692974,Personal,18,11.28,1
32,Female,Single,1,Post Graduate,Salaried,Government,8,229190,2985592,3,23242,636,Good,123277,495080,Car,23,13.6,0
30,Male,Married,3,Graduate,Salaried,Government,26,108543,1641502,1,49972,407,Good,4483594,4000659,Car,8,8.25,1
27,Female,Married,0,High School,Self Employed,Private,23,68147,836484,3,22199,702,Bad,1683746,3622292,Business,14,12.64,1
21,Female,Single,5,Post Graduate,Self Employed,Government,21,164121,2668368,0,49067,838,Good,3847683,3704799,Car,26,10.1,1
56,Male,Single,5,Graduate,Self Employed,Private,29,161727,1569856,1,4290,444,Good,4642326,4147502,Business,10,12.33,1
41,Female,Married,4,Graduate,Self Employed,Business,25,181330,1931229,2,546,738,Bad,46417,4497357,Home,7,15.66,1
57,Male,Single,0,Graduate,Self Employed,Government,1,55975,1778335,4,33152,864,Good,2602378,4990201,Car,28,10.14,0
44,Female,Married,1,High School,Salaried,Private,6,47284,2715999,0,46761,380,Good,191501,2064260,Personal,6,15.82,0
45,Female,Single,3,Graduate,Self Employed,Private,26,284854,3401793,1,25536,693,Good,3560567,3488956,Business,24,15.93,1
27,Male,Single,2,Graduate,Salaried,Government,15,212434,2955425,4,5088,393,Good,1359111,693373,Home,24,16.47,0
37,Male,Married,3,Graduate,Self Employed,Private,28,218137,2654315,0,3946,457,Good,1594583,4183161,Home,24,7.97,1
49,Female,Single,1,Post Graduate,Salaried,Business,20,55463,652789,2,4719,837,Good,3273351,1400033,Education,24,7.05,1
50,Male,Single,1,Post Graduate,Salaried,Business,25,110722,965124,1,28098,752,Good,505632,4516842,Business,29,14.0,1
27,Male,Single,1,Post Graduate,Salaried,Government,17,196317,2107933,3,13655,320,Good,3512246,1894458,Business,24,7.58,0
53,Female,Married,1,Graduate,Salaried,Business,0,201184,2654186,1,49144,611,Good,949527,2117313,Business,7,11.54,0
27,Male,Married,5,Graduate,Self Employed,Government,1,60126,251436,1,39522,563,Good,1584968,826113,Education,3,16.93,0
44,Female,Married,3,High School,Self Employed,Government,13,22775,2492433,0,38524,459,Good,4123713,1739832,Home,4,9.84,0
31,Female,Single,0,Graduate,Self Employed,Private,14,264383,1249997,3,24935,747,Bad,2668281,1829761,Personal,6,9.94,1
29,Male,Single,2,High School,Self Employed,Private,23,293573,411428,2,1402,727,Good,146502,334367,Education,15,13.42,1
32,Female,Single,2,Graduate,Self Employed,Private,24,196363,2781322,4,2639,652,Good,89859,2150561,Business,26,17.84,0
55,Male,Single,4,High School,Salaried,Private,8,273648,2539139,2,29422,879,Good,2900265,2198050,Business,15,8.14,1
24,Female,Married,5,Post Graduate,Self Employed,Government,14,20740,1010005,3,4713,741,Good,1265390,4677725,Business,4,17.57,0
56,Male,Married,1,Graduate,Salaried,Private,5,130052,2028784,4,44400,305,Good,2334500,2715803,Personal,12,14.02,0
48,Male,Single,1,High School,Self Employed,Private,11,174177,2889979,1,1101,655,Good,366772,2176571,Business,5,15.34,1
33,Female,Married,1,Post Graduate,Salaried,Business,26,24555,1066209,4,15545,702,Good,3689892,3639852,Education,25,8.96,0
43,Male,Married,5,Post Graduate,Self Employed,Government,6,39470,1501703,1,27016,662,Bad,2012332,4022380,Business,18,13.59,1
39,Male,Married,0,Graduate,Salaried,Business,27,184310,2882135,3,36754,701,Good,643863,4033154,Home,4,8.71,1
57,Male,Single,1,High School,Salaried,Business,11,43411,2212687,2,14457,900,Bad,3300291,1789365,Home,3,12.34,1
59,Female,Married,4,High School,Self Employed,Business,34,178366,2060500,0,13001,359,Good,3112374,1877861,Home,6,11.69,1
44,Female,Married,4,High School,Salaried,Private,1,261914,861791,4,26814,467,Good,2348628,3679966,Business,17,15.27,0
36,Male,Married,0,Post Graduate,Salaried,Government,25,201413,640878,0,49588,877,Good,250397,2797954,Education,25,11.05,1
53,Male,Married,5,High School,Self Employed,Business,19,291565,2058312,0,26777,336,Good,3164004,446435,Home,23,7.82,1
32,Female,Married,1,Post Graduate,Salaried,Business,24,258250,1191313,4,10125,332,Good,3274165,2940539,Home,20,17.39,0
54,Female,Single,3,High School,Salaried,Government,20,31800,1621579,0,26918,575,Bad,3151751,4336116,Car,9,8.59,0
27,Female,Married,3,Post Graduate,Self Employed,Private,0,220541,627205,0,35869,723,Good,876943,4025634,Personal,9,11.21,1
31,Male,Married,2,Graduate,Salaried,Business,27,33530,1725146,0,24204,439,Good,1500845,2590754,Business,22,12.72,0
51,Female,Single,0,Post Graduate,Salaried,Government,12,191207,1716462,2,35942,348,Good,2945110,2507512,Business,4,16.76,1
49,Male,Married,3,High School,Salaried,Private,29,28047,2797440,1,16448,658,Bad,2098903,3183835,Business,22,8.06,1
33,Female,Single,2,Post Graduate,Salaried,Private,9,33164,2642318,2,12662,359,Good,4706124,320937,Home,24,14.44,0
51,Male,Single,4,High School,Self Employed,Private,21,37259,3303437,2,49382,365,Bad,980364,4572217,Education,7,11.74,0
22,Female,Single,2,Graduate,Self Employed,Private,28,262963,2191224,1,25217,583,Good,664749,1272834,Home,29,15.66,1
59,Male,Single,1,Post Graduate,Self Employed,Private,4,28184,3441527,1,26646,766,Good,1753776,4058409,Education,27,16.58,1
35,Female,Married,1,Graduate,Self Employed,Government,7,195165,1350868,0,22817,735,Good,4000989,1995026,Business,18,9.33,1
31,Female,Married,4,Post Graduate,Self Employed,Private,10,214957,1210925,2,42304,310,Good,3978890,4010228,Car,29,13.76,1
54,Male,Single,0,Post Graduate,Self Employed,Business,25,276130,3581352,4,42600,470,Good,4740218,2355065,Education,18,12.76,0
59,Female,Married,5,Graduate,Salaried,Government,18,136482,874737,4,26665,475,Bad,2272205,2685135,Personal,12,13.36,0
24,Female,Single,1,Graduate,Salaried,Business,18,232372,687493,0,5289,481,Good,4741285,2306573,Car,14,16.41,1
31,Female,Married,1,Post Graduate,Salaried,Business,29,295755,1473171,2,14148,341,Bad,842306,4780028,Education,30,10.25,1
49,Female,Married,2,Post Graduate,Self Employed,Private,8,267976,1177027,0,3039,543,Good,4527204,2956612,Home,18,10.29,1
22,Male,Single,2,Post Graduate,Self Employed,Private,6,21115,2293927,2,22729,332,Good,2291585,3874502,Personal,16,14.89,0
36,Male,Married,2,Graduate,Salaried,Government,17,176827,1036138,0,32215,676,Bad,3804462,2538785,Car,7,12.57,1
59,Female,Single,3,High School,Salaried,Government,8,145610,383486,1,46841,623,Good,4937002,192299,Education,30,13.62,1
33,Male,Married,4,Graduate,Self Employed,Business,5,32287,1468361,4,13346,747,Good,2244676,790744,Business,13,15.55,0
57,Male,Married,0,Post Graduate,Salaried,Private,5,33862,1023172,0,33502,490,Good,2130413,2442994,Personal,11,11.1,0
37,Male,Married,2,Post Graduate,Self Employed,Private,21,252200,1383041,2,6187,691,Good,4949555,1697010,Car,21,10.49,1
41,Male,Single,0,Graduate,Salaried,Business,16,50107,1725150,4,40435,659,Good,4387409,2426788,Education,22,11.55,1
39,Male,Single,2,Post Graduate,Self Employed,Private,14,45994,1411764,0,2863,436,Good,469104,3018040,Education,16,7.28,0
27,Female,Single,1,Post Graduate,Salaried,Government,8,165620,2391123,3,10033,439,Good,257924,4387454,Car,25,16.02,0
58,Male,Married,0,Post Graduate,Self Employed,Business,5,223222,972408,4,38383,357,Good,2676096,773480,Personal,30,11.27,0
28,Female,Single,3,Post Graduate,Salaried,Private,22,196348,311173,3,11220,599,Bad,2263833,2386892,Home,6,11.59,0
33,Male,Single,2,Post Graduate,Self Employed,Business,16,257264,710058,2,8009,877,Good,1342164,4142662,Car,25,15.65,1
57,Female,Single,5,High School,Salaried,Private,31,132700,3553404,1,11354,410,Good,3221833,573786,Home,13,9.25,1
22,Female,Married,4,Graduate,Salaried,Private,31,287065,405266,1,10016,465,Good,1007840,3670262,Education,25,8.65,1
31,Female,Married,1,Graduate,Salaried,Private,2,258526,2581009,2,1551,656,Good,3902526,1134330,Education,29,17.01,1
44,Male,Married,2,Graduate,Self Employed,Government,15,112771,535110,3,45828,409,Good,2513410,1869142,Personal,7,17.17,0
26,Male,Married,0,High School,Salaried,Business,1,256234,3286800,1,14763,667,Good,3879755,2337589,Home,29,15.74,1
46,Female,Single,2,High School,Salaried,Government,2,56061,2562036,1,35951,494,Bad,4163332,4671654,Car,15,8.66,0
27,Female,Married,1,Graduate,Self Employed,Government,13,272307,438836,3,14554,654,Good,149592,579705,Education,3,16.1,1
59,Male,Single,4,Graduate,Salaried,Business,13,218231,2804035,0,8461,884,Good,4326745,4595840,Business,27,17.28,1
39,Male,Married,4,Graduate,Salaried,Business,29,52697,1043582,1,32713,486,Good,450095,765451,Car,19,16.39,1
26,Female,Single,4,Post Graduate,Salaried,Private,26,106463,1634072,1,45944,690,Good,1944782,2679472,Personal,9,11.41,1
49,Male,Single,5,High School,Salaried,Private,16,194449,3114781,0,42319,800,Bad,3000591,1402386,Business,17,8.01,1
59,Male,Married,1,High School,Salaried,Business,8,283436,928291,3,40796,420,Good,1554742,2432850,Education,18,11.2,0
22,Male,Single,5,Post Graduate,Salaried,Private,9,159143,2904781,3,22478,709,Good,394535,2660031,Education,21,7.05,1
39,Male,Single,5,High School,Salaried,Private,28,254145,1606952,0,16853,759,Good,3118302,1168938,Car,21,12.71,1
24,Male,Single,2,Graduate,Self Employed,Business,3,277075,531990,1,42858,763,Good,3186275,4632848,Personal,27,7.12,1
26,Male,Single,1,High School,Salaried,Government,20,220337,668792,0,69,492,Bad,865735,537431,Education,14,13.15,1
57,Female,Married,1,Post Graduate,Self Employed,Business,1,160344,1331249,2,2170,739,Good,4760909,3507787,Education,17,11.95,1
48,Female,Married,2,Graduate,Salaried,Business,14,196507,1241585,0,9842,362,Good,1427915,2796271,Business,19,10.78,1
50,Female,Single,3,High School,Self Employed,Government,27,287121,495503,4,42798,709,Bad,1048436,1148322,Education,25,10.3,1
27,Female,Married,5,Graduate,Self Employed,Private,24,182824,3322183,3,36442,613,Bad,4299479,1630731,Education,22,16.12,0
29,Female,Single,4,High School,Salaried,Government,25,262326,2838557,1,8028,326,Good,2614378,3715427,Personal,1,12.62,1
45,Female,Single,0,Graduate,Self Employed,Government,8,205146,3550395,1,19675,624,Good,2248483,2136476,Personal,29,10.16,1
53,Male,Married,5,Post Graduate,Salaried,Business,29,89314,3281468,2,14482,337,Bad,134279,4279181,Home,25,14.5,1
21,Male,Single,0,Post Graduate,Self Employed,Private,8,46104,1943665,1,15421,346,Good,1361743,2535138,Business,25,13.6,0
26,Female,Married,2,High School,Self Employed,Private,0,101608,2845285,2,9865,796,Good,4195214,4590603,Business,21,10.5,1
38,Female,Single,0,High School,Self Employed,Government,11,220981,1533037,2,20535,539,Good,4442078,250148,Personal,16,17.87,1
30,Female,Married,3,Graduate,Self Employed,Business,12,173009,1567877,3,12042,832,Good,555228,639126,Personal,30,15.55,1
48,Male,Married,1,Post Graduate,Salaried,Government,13,107814,3099524,2,14571,890,Good,2529321,1531838,Education,7,14.6,1
31,Male,Single,4,Graduate,Salaried,Private,9,114120,3074178,3,41565,806,Good,2308609,2571198,Business,30,8.07,1
53,Male,Married,0,Post Graduate,Self Employed,Private,16,299272,2292169,2,30287,695,Good,1207491,4430761,Car,2,8.53,1
21,Male,Single,0,Graduate,Self Employed,Business,16,72035,2839247,0,25990,424,Good,1125708,3905604,Car,29,13.35,1
33,Female,Married,2,Graduate,Salaried,Business,30,218856,521866,3,32564,630,Good,1611278,2615689,Business,9,17.06,0
57,Female,Single,2,Graduate,Self Employed,Government,25,50149,2311170,4,8003,664,Good,4433176,3434114,Home,25,12.14,1
40,Female,Married,1,High School,Self Employed,Business,34,28553,3241771,0,16015,897,Good,2532269,837000,Business,9,8.55,1
21,Female,Married,4,Post Graduate,Salaried,Government,10,137014,1822645,2,35515,421,Good,4090899,4679336,Business,17,12.9,1
23,Male,Married,0,High School,Self Employed,Business,15,100222,2149772,4,5247,388,Good,3664413,527406,Car,1,17.37,0
38,Male,Single,1,High School,Self Employed,Government,28,152230,3373295,3,33672,835,Good,1738280,2887917,Car,5,13.27,1
34,Female,Married,4,Graduate,Self Employed,Private,17,196971,2510519,4,5040,308,Good,3801246,4562827,Home,18,16.28,0
51,Male,Single,1,Post Graduate,Salaried,Private,10,49179,2858662,4,36131,616,Bad,2322815,3146659,Home,5,16.45,0
47,Male,Married,0,High School,Self Employed,Private,10,51204,2046181,2,34056,620,Good,880850,1696479,Business,5,9.27,1
37,Male,Married,2,Graduate,Self Employed,Private,8,168400,513474,0,17695,441,Good,3938542,3447035,Car,30,12.91,1
49,Male,Single,2,Post Graduate,Salaried,Private,24,57881,3078429,4,749,789,Good,4272465,3098961,Personal,15,7.77,1
56,Female,Married,2,Post Graduate,Salaried,Private,31,139538,3429849,0,38712,392,Good,3581872,3172010,Education,3,8.54,1
57,Male,Single,3,High School,Salaried,Business,33,24803,350986,4,16729,319,Good,420011,3276597,Home,1,11.45,0
46,Female,Single,1,Graduate,Salaried,Business,2,50603,3370821,3,9362,472,Good,1018958,2060148,Personal,15,7.75,0
37,Male,Single,0,High School,Salaried,Business,13,228628,2568139,2,33652,639,Bad,2930839,3187853,Home,22,8.38,1
42,Male,Single,1,Post Graduate,Self Employed,Government,24,149550,1165647,4,5443,457,Good,3066035,4809835,Personal,1,9.46,0
45,Female,Single,2,High School,Self Employed,Business,15,236750,1130453,2,34111,760,Bad,1353873,4157949,Personal,20,14.87,1
22,Female,Married,5,Graduate,Self Employed,Business,8,237546,3562645,0,23646,769,Good,605735,3136101,Business,17,8.26,1
42,Male,Single,5,Post Graduate,Self Employed,Government,3,213335,269349,4,2700,372,Good,1608869,1505884,Personal,2,15.54,0
25,Male,Married,1,Graduate,Self Employed,Government,1,35456,1981323,3,27885,647,Good,3907367,3877577,Personal,5,13.15,0
24,Female,Single,4,Graduate,Salaried,Private,24,260794,308401,1,1711,322,Good,906858,3886306,Car,10,17.82,1
56,Male,Single,5,Post Graduate,Salaried,Business,21,150696,1265296,0,33395,587,Good,3794672,2549011,Personal,4,7.85,1
26,Male,Married,5,Graduate,Salaried,Business,4,32477,1064551,2,1455,636,Bad,1534820,1131203,Car,17,15.8,0
41,Female,Married,1,Graduate,Salaried,Government,20,163016,847903,0,3783,361,Good,2975538,3484689,Home,20,12.18,1
33,Male,Single,3,Graduate,Self Employed,Private,9,83615,986178,3,63,854,Bad,3694790,4659051,Car,16,7.48,1
57,Male,Single,3,Post Graduate,Salaried,Business,22,294011,2486424,2,35197,896,Good,329385,257656,Car,3,16.18,1
45,Male,Married,2,Graduate,Self Employed,Government,26,133095,1492434,2,25038,865,Good,3334116,1405879,Home,27,12.72,1
46,Male,Married,0,High School,Self Employed,Government,29,232092,600049,2,3399,792,Good,184871,945449,Car,12,11.63,1
59,Male,Single,4,High School,Salaried,Business,3,175859,2692581,1,10248,852,Good,4692317,1594262,Car,28,14.12,1
40,Female,Single,0,Graduate,Self Employed,Government,5,186080,1135792,1,43228,863,Good,561240,712429,Personal,25,11.27,1
53,Male,Single,0,High School,Salaried,Government,25,220930,2379178,2,41883,728,Good,2930453,4104315,Car,18,12.15,1
34,Female,Married,4,High School,Salaried,Business,9,91499,877202,1,29102,729,Good,896552,1131778,Personal,23,10.53,1
56,Female,Single,3,Post Graduate,Salaried,Private,4,27153,1729743,2,24811,734,Good,4058720,77171,Business,1,10.05,1
37,Male,Married,5,Graduate,Salaried,Business,0,225478,3444889,3,5774,514,Good,1372434,1419397,Business,20,11.94,0
41,Female,Married,2,Post Graduate,Salaried,Private,33,179929,1628640,2,26865,625,Good,2557844,3303315,Car,16,11.76,1
36,Male,Single,1,Graduate,Self Employed,Government,7,122722,1743246,1,31714,367,Good,3828204,3805509,Home,21,8.09,1
36,Female,Single,3,High School,Self Employed,Business,20,162550,936548,3,40505,860,Good,4999347,3369481,Home,20,10.07,1
40,Female,Married,2,Post Graduate,Self Employed,Business,30,245868,250771,3,28305,322,Bad,415283,1116575,Education,19,8.65,0
49,Female,Single,5,Post Graduate,Salaried,Private,22,106090,880644,1,20625,747,Good,3893900,1153175,Education,27,10.52,1
48,Male,Single,3,High School,Self Employed,Government,10,52152,2233535,2,28678,588,Good,3511692,4263432,Home,5,12.6,1
28,Female,Married,4,High School,Self Employed,Business,15,158867,2542383,1,44673,887,Good,293575,4958943,Personal,14,13.24,1
44,Female,Single,0,Graduate,Self Employed,Business,26,30478,2026791,0,4817,527,Bad,128171,4729040,Car,25,16.14,0
23,Female,Married,4,Graduate,Salaried,Government,6,101382,3010711,1,13545,870,Bad,300722,4162952,Education,22,12.36,1
45,Male,Married,5,High School,Salaried,Private,23,206216,2895045,3,1842,863,Good,3672323,470029,Car,7,9.16,1
39,Male,Single,1,High School,Self Employed,Business,31,125529,3353867,2,18338,505,Good,3730526,3859485,Car,11,12.07,1
53,Female,Married,4,Post Graduate,Self Employed,Government,34,46233,2280431,4,26469,818,Good,2877255,3308316,Personal,11,17.5,0
22,Female,Married,5,Post Graduate,Self Employed,Business,30,143604,2196522,2,14867,854,Good,4155833,515492,Business,24,16.46,1
35,Female,Single,0,Graduate,Self Employed,Business,28,94624,3217740,3,29641,859,Good,4933357,4786959,Home,24,14.77,1
42,Female,Married,3,Post Graduate,Salaried,Business,3,294673,1738803,2,1676,538,Bad,407024,4871540,Education,10,11.43,1
30,Male,Single,2,High School,Self Employed,Private,34,282219,1695086,3,4724,848,Good,3631906,3435778,Education,5,10.08,1
38,Male,Married,5,High School,Self Employed,Government,10,117984,1531668,4,6679,761,Good,4401924,3488364,Business,16,12.02,1
42,Male,Married,5,High School,Self Employed,Business,33,121906,2494532,1,33705,596,Good,1350629,155923,Business,27,14.33,1
47,Female,Married,1,High School,Salaried,Business,14,283801,2223884,0,21438,786,Good,4941724,2533835,Education,27,16.74,1
